"pk_person_features","person_uri","occupation_main","occupation_sec1","occupation_sec2","field_main","field_sec1","field_sec2","fk_person","notes"
2777,http://www.wikidata.org/entity/Q112375779,physicist,university-teacher,NA,physics,NA,NA,2777,
2778,http://www.wikidata.org/entity/Q112375792,physicist,university-teacher,NA,NA,NA,NA,2778,
2779,http://www.wikidata.org/entity/Q112375807,physicist,NA,NA,solid-state-physics,NA,NA,2779,
2780,http://www.wikidata.org/entity/Q112375818,physicist,university-teacher,NA,physics,NA,NA,2780,
2781,http://www.wikidata.org/entity/Q112375846,physicist,NA,NA,NA,NA,NA,2781,
2782,http://www.wikidata.org/entity/Q112375872,physicist,astrologer,NA,NA,NA,NA,2782,
2783,http://www.wikidata.org/entity/Q112375882,physicist,NA,NA,NA,NA,NA,2783,
2784,http://www.wikidata.org/entity/Q112375883,physicist,NA,NA,NA,NA,NA,2784,
2785,http://www.wikidata.org/entity/Q112376014,physicist,NA,NA,NA,NA,NA,2785,
2786,http://www.wikidata.org/entity/Q112376020,astronomer,NA,NA,NA,NA,NA,2786,
2787,http://www.wikidata.org/entity/Q112376478,physicist,NA,NA,NA,NA,NA,2787,
2788,http://www.wikidata.org/entity/Q112376480,physicist,NA,NA,NA,NA,NA,2788,
2789,http://www.wikidata.org/entity/Q112376481,physicist,astrophysicist,NA,NA,NA,NA,2789,
2790,http://www.wikidata.org/entity/Q112376503,physicist,NA,NA,physics,continuum-mechanics,mathematical-method,2790,
2791,http://www.wikidata.org/entity/Q112376736,physicist,mathematician,NA,NA,NA,NA,2791,
2792,http://www.wikidata.org/entity/Q112376742,physicist,NA,NA,NA,NA,NA,2792,
2793,http://www.wikidata.org/entity/Q112376743,physicist,NA,NA,NA,NA,NA,2793,
2794,http://www.wikidata.org/entity/Q112376763,physicist,NA,NA,NA,NA,NA,2794,
2795,http://www.wikidata.org/entity/Q112376784,physicist,NA,NA,NA,NA,NA,2795,
2796,http://www.wikidata.org/entity/Q112376796,physicist,NA,NA,NA,NA,NA,2796,
2797,http://www.wikidata.org/entity/Q112377093,physicist,engineer,inventor,radiation-protection,NA,NA,2797,
2798,http://www.wikidata.org/entity/Q112377230,physicist,physician,NA,NA,NA,NA,2798,
2799,http://www.wikidata.org/entity/Q112377294,physicist,NA,NA,NA,NA,NA,2799,
2800,http://www.wikidata.org/entity/Q112377299,physicist,NA,NA,NA,NA,NA,2800,
2801,http://www.wikidata.org/entity/Q112377301,physicist,NA,NA,NA,NA,NA,2801,
2802,http://www.wikidata.org/entity/Q112377302,physicist,NA,NA,NA,NA,NA,2802,
2803,http://www.wikidata.org/entity/Q112377308,physicist,NA,NA,NA,NA,NA,2803,
2804,http://www.wikidata.org/entity/Q112377313,physicist,NA,NA,NA,NA,NA,2804,
2805,http://www.wikidata.org/entity/Q112377321,physicist,mountaineer,traveler,NA,NA,NA,2805,
2806,http://www.wikidata.org/entity/Q112377335,physicist,NA,NA,NA,NA,NA,2806,
2807,http://www.wikidata.org/entity/Q112377351,physicist,NA,NA,NA,NA,NA,2807,
2808,http://www.wikidata.org/entity/Q112377353,physicist,NA,NA,NA,NA,NA,2808,
2809,http://www.wikidata.org/entity/Q112377406,physicist,NA,NA,NA,NA,NA,2809,
2810,http://www.wikidata.org/entity/Q112377506,physicist,NA,NA,NA,NA,NA,2810,
2811,http://www.wikidata.org/entity/Q112377507,physicist,mathematician,NA,NA,NA,NA,2811,
2812,http://www.wikidata.org/entity/Q112377619,physicist,mathematician,NA,NA,NA,NA,2812,
2813,http://www.wikidata.org/entity/Q112377630,physicist,photographer,NA,NA,NA,NA,2813,
2814,http://www.wikidata.org/entity/Q112377696,physicist,NA,NA,NA,NA,NA,2814,
2815,http://www.wikidata.org/entity/Q112377731,physicist,NA,NA,NA,NA,NA,2815,
2816,http://www.wikidata.org/entity/Q112377754,physicist,NA,NA,NA,NA,NA,2816,
2817,http://www.wikidata.org/entity/Q112377790,physicist,NA,NA,NA,NA,NA,2817,
2818,http://www.wikidata.org/entity/Q112377853,physicist,scientist,nuclear-physicist,astrophysics,nuclear-physics,NA,2818,
2819,http://www.wikidata.org/entity/Q112377854,physicist,NA,NA,atomic-physics,NA,NA,2819,
2820,http://www.wikidata.org/entity/Q112377855,physicist,NA,NA,NA,NA,NA,2820,
2821,http://www.wikidata.org/entity/Q112377903,astronomer,inventor,catholic-priest,NA,NA,NA,2821,
2822,http://www.wikidata.org/entity/Q112377914,astronomer,mathematician,physician,NA,NA,NA,2822,
2823,http://www.wikidata.org/entity/Q112378008,physicist,chemist,naturalist,NA,NA,NA,2823,
2824,http://www.wikidata.org/entity/Q112378270,physicist,NA,NA,NA,NA,NA,2824,
2825,http://www.wikidata.org/entity/Q112378486,physicist,mathematician,computer-scientist,NA,NA,NA,2825,
2826,http://www.wikidata.org/entity/Q112378519,physicist,NA,NA,NA,NA,NA,2826,
2827,http://www.wikidata.org/entity/Q112378555,physicist,NA,NA,NA,NA,NA,2827,
2828,http://www.wikidata.org/entity/Q112378557,physicist,NA,NA,NA,NA,NA,2828,
2829,http://www.wikidata.org/entity/Q112378560,physicist,NA,NA,NA,NA,NA,2829,
2830,http://www.wikidata.org/entity/Q112378583,physicist,university-teacher,non-fiction-writer,NA,NA,NA,2830,
2831,http://www.wikidata.org/entity/Q112378588,physicist,NA,NA,NA,NA,NA,2831,
2832,http://www.wikidata.org/entity/Q112378716,astronomer,NA,NA,NA,NA,NA,2832,
2833,http://www.wikidata.org/entity/Q112378851,physicist,university-teacher,NA,NA,NA,NA,2833,
2834,http://www.wikidata.org/entity/Q112378856,physicist,NA,NA,NA,NA,NA,2834,
2835,http://www.wikidata.org/entity/Q112378927,physicist,NA,NA,NA,NA,NA,2835,
2836,http://www.wikidata.org/entity/Q112378970,physicist,NA,NA,NA,NA,NA,2836,
2837,http://www.wikidata.org/entity/Q112379011,physicist,NA,NA,NA,NA,NA,2837,
2838,http://www.wikidata.org/entity/Q112379035,physicist,NA,NA,NA,NA,NA,2838,
2839,http://www.wikidata.org/entity/Q112379040,physicist,NA,NA,NA,NA,NA,2839,
2840,http://www.wikidata.org/entity/Q112379103,physicist,university-teacher,NA,physics,NA,NA,2840,
2841,http://www.wikidata.org/entity/Q112379106,physicist,NA,NA,NA,NA,NA,2841,
2842,http://www.wikidata.org/entity/Q112379107,physicist,NA,NA,NA,NA,NA,2842,
2843,http://www.wikidata.org/entity/Q112379146,physicist,NA,NA,NA,NA,NA,2843,
2844,http://www.wikidata.org/entity/Q112379337,physicist,NA,NA,NA,NA,NA,2844,
2845,http://www.wikidata.org/entity/Q112379350,physicist,NA,NA,NA,NA,NA,2845,
2846,http://www.wikidata.org/entity/Q112379359,physicist,NA,NA,NA,NA,NA,2846,
2847,http://www.wikidata.org/entity/Q112379410,physicist,chemist,NA,NA,NA,NA,2847,
2848,http://www.wikidata.org/entity/Q112379572,astronomer,NA,NA,NA,NA,NA,2848,
2849,http://www.wikidata.org/entity/Q112379573,astronomer,NA,NA,NA,NA,NA,2849,
2850,http://www.wikidata.org/entity/Q112379618,physicist,NA,NA,NA,NA,NA,2850,
2851,http://www.wikidata.org/entity/Q112379619,physicist,NA,NA,NA,NA,NA,2851,
2852,http://www.wikidata.org/entity/Q112379625,physicist,NA,NA,NA,NA,NA,2852,
2853,http://www.wikidata.org/entity/Q112379641,physicist,NA,NA,NA,NA,NA,2853,
2854,http://www.wikidata.org/entity/Q112379643,physicist,NA,NA,NA,NA,NA,2854,
2855,http://www.wikidata.org/entity/Q112379645,physicist,NA,NA,NA,NA,NA,2855,
2856,http://www.wikidata.org/entity/Q112379765,physicist,university-teacher,NA,NA,NA,NA,2856,
2857,http://www.wikidata.org/entity/Q112379843,astronomer,NA,NA,NA,NA,NA,2857,
2858,http://www.wikidata.org/entity/Q112379871,physicist,NA,NA,NA,NA,NA,2858,
2859,http://www.wikidata.org/entity/Q112379874,physicist,NA,NA,NA,NA,NA,2859,
2860,http://www.wikidata.org/entity/Q112379876,physicist,NA,NA,NA,NA,NA,2860,
2861,http://www.wikidata.org/entity/Q112379899,astronomer,NA,NA,NA,NA,NA,2861,
2862,http://www.wikidata.org/entity/Q112380345,physicist,NA,NA,NA,NA,NA,2862,
2863,http://www.wikidata.org/entity/Q112380347,physicist,university-teacher,NA,NA,NA,NA,2863,
2864,http://www.wikidata.org/entity/Q112380514,physicist,mathematician,astrophysicist,NA,NA,NA,2864,
2865,http://www.wikidata.org/entity/Q112380897,physicist,NA,NA,NA,NA,NA,2865,
2866,http://www.wikidata.org/entity/Q112381306,physicist,therapist,NA,NA,NA,NA,2866,
2867,http://www.wikidata.org/entity/Q112381351,physicist,NA,NA,NA,NA,NA,2867,
2868,http://www.wikidata.org/entity/Q112381425,physicist,NA,NA,NA,NA,NA,2868,
2869,http://www.wikidata.org/entity/Q112381641,physicist,theologian,NA,NA,NA,NA,2869,
2870,http://www.wikidata.org/entity/Q112382137,physicist,NA,NA,NA,NA,NA,2870,
2871,http://www.wikidata.org/entity/Q112382285,physicist,NA,NA,NA,NA,NA,2871,
2872,http://www.wikidata.org/entity/Q112382476,physicist,theologian,NA,NA,NA,NA,2872,
2873,http://www.wikidata.org/entity/Q112382509,physicist,NA,NA,NA,NA,NA,2873,
2874,http://www.wikidata.org/entity/Q112382617,physicist,NA,NA,NA,NA,NA,2874,
2875,http://www.wikidata.org/entity/Q112382681,physicist,mathematician,NA,NA,NA,NA,2875,
2876,http://www.wikidata.org/entity/Q112382768,astronomer,postal-worker,NA,NA,NA,NA,2876,
2877,http://www.wikidata.org/entity/Q112382784,physicist,NA,NA,NA,NA,NA,2877,
2878,http://www.wikidata.org/entity/Q112382913,physicist,NA,NA,NA,NA,NA,2878,
2879,http://www.wikidata.org/entity/Q112383214,physicist,mathematician,NA,NA,NA,NA,2879,
2880,http://www.wikidata.org/entity/Q112383458,physicist,NA,NA,NA,NA,NA,2880,
2881,http://www.wikidata.org/entity/Q112383770,physicist,NA,NA,NA,NA,NA,2881,
2882,http://www.wikidata.org/entity/Q112383792,physicist,NA,NA,solid-state-physics,NA,NA,2882,
2883,http://www.wikidata.org/entity/Q112384066,physicist,NA,NA,NA,NA,NA,2883,
2884,http://www.wikidata.org/entity/Q112384264,astronomer,NA,NA,astronomy,NA,NA,2884,
2885,http://www.wikidata.org/entity/Q112384282,physicist,NA,NA,NA,NA,NA,2885,
2886,http://www.wikidata.org/entity/Q112384486,physicist,university-teacher,NA,applied-physics,material,spectrometry,2886,
2887,http://www.wikidata.org/entity/Q112384511,physicist,university-teacher,NA,NA,NA,NA,2887,
2888,http://www.wikidata.org/entity/Q112384534,physicist,NA,NA,NA,NA,NA,2888,
2889,http://www.wikidata.org/entity/Q112384549,physicist,NA,NA,NA,NA,NA,2889,
2890,http://www.wikidata.org/entity/Q112384551,physicist,NA,NA,NA,NA,NA,2890,
2891,http://www.wikidata.org/entity/Q112384631,physicist,pedagogue,NA,NA,NA,NA,2891,
2892,http://www.wikidata.org/entity/Q112384765,physicist,writer,science-fiction-writer,NA,NA,NA,2892,
2893,http://www.wikidata.org/entity/Q112384862,physicist,NA,NA,NA,NA,NA,2893,
2894,http://www.wikidata.org/entity/Q112384924,physicist,university-teacher,mathematician,NA,NA,NA,2894,
2895,http://www.wikidata.org/entity/Q112385037,physicist,university-teacher,NA,NA,NA,NA,2895,
2896,http://www.wikidata.org/entity/Q112385270,physicist,NA,NA,NA,NA,NA,2896,
2897,http://www.wikidata.org/entity/Q112385539,physicist,NA,NA,NA,NA,NA,2897,
2898,http://www.wikidata.org/entity/Q112385540,astronomer,NA,NA,NA,NA,NA,2898,
2899,http://www.wikidata.org/entity/Q112385697,physicist,pedagogue,NA,NA,NA,NA,2899,
2900,http://www.wikidata.org/entity/Q112385758,physicist,NA,NA,NA,NA,NA,2900,
2901,http://www.wikidata.org/entity/Q112385820,physicist,translator,NA,NA,NA,NA,2901,
2902,http://www.wikidata.org/entity/Q112385852,physicist,NA,NA,NA,NA,NA,2902,
2903,http://www.wikidata.org/entity/Q112386022,physicist,editing-staff,publisher,NA,NA,NA,2903,
2904,http://www.wikidata.org/entity/Q112386038,physicist,NA,NA,NA,NA,NA,2904,
2905,http://www.wikidata.org/entity/Q112386039,physicist,NA,NA,NA,NA,NA,2905,
2906,http://www.wikidata.org/entity/Q112386329,physicist,mathematician,NA,NA,NA,NA,2906,
2907,http://www.wikidata.org/entity/Q112386473,physicist,NA,NA,NA,NA,NA,2907,
2908,http://www.wikidata.org/entity/Q112386581,physicist,university-teacher,NA,NA,NA,NA,2908,
2909,http://www.wikidata.org/entity/Q112386839,physicist,NA,NA,NA,NA,NA,2909,
2910,http://www.wikidata.org/entity/Q112386859,physicist,NA,NA,NA,NA,NA,2910,
2911,http://www.wikidata.org/entity/Q112386908,physicist,poet,materials-scientist,NA,NA,NA,2911,
2912,http://www.wikidata.org/entity/Q112387142,physicist,NA,NA,NA,NA,NA,2912,
2913,http://www.wikidata.org/entity/Q112387282,astronomer,NA,NA,NA,NA,NA,2913,
2914,http://www.wikidata.org/entity/Q112387319,physicist,mathematician,computer-scientist,NA,NA,NA,2914,
2915,http://www.wikidata.org/entity/Q112387333,physicist,pedagogue,NA,NA,NA,NA,2915,
2916,http://www.wikidata.org/entity/Q112387483,physicist,NA,NA,NA,NA,NA,2916,
2917,http://www.wikidata.org/entity/Q112387498,astronomer,NA,NA,NA,NA,NA,2917,
2918,http://www.wikidata.org/entity/Q112387514,physicist,mathematician,translator,NA,NA,NA,2918,
2919,http://www.wikidata.org/entity/Q112387580,physicist,mathematician,psychologist,NA,NA,NA,2919,
2920,http://www.wikidata.org/entity/Q112387600,physicist,NA,NA,NA,NA,NA,2920,
2921,http://www.wikidata.org/entity/Q112387601,physicist,radiologist,NA,NA,NA,NA,2921,
2922,http://www.wikidata.org/entity/Q112387666,physicist,NA,NA,NA,NA,NA,2922,
2923,http://www.wikidata.org/entity/Q112387685,physicist,NA,NA,NA,NA,NA,2923,
2924,http://www.wikidata.org/entity/Q112387697,physicist,NA,NA,NA,NA,NA,2924,
2925,http://www.wikidata.org/entity/Q112387710,physicist,NA,NA,NA,NA,NA,2925,
2926,http://www.wikidata.org/entity/Q112388207,astronomer,mathematician,statistician,astronomy,mathematics,statistics,2926,
2927,http://www.wikidata.org/entity/Q112388263,physicist,NA,NA,NA,NA,NA,2927,
2928,http://www.wikidata.org/entity/Q112388386,astronomer,NA,NA,NA,NA,NA,2928,
2929,http://www.wikidata.org/entity/Q112388586,physicist,NA,NA,NA,NA,NA,2929,
2930,http://www.wikidata.org/entity/Q112388641,physicist,design-engineer,NA,NA,NA,NA,2930,
2931,http://www.wikidata.org/entity/Q112388740,physicist,NA,NA,NA,NA,NA,2931,
2932,http://www.wikidata.org/entity/Q112388947,physicist,NA,NA,NA,NA,NA,2932,
2933,http://www.wikidata.org/entity/Q112388953,physicist,NA,NA,NA,NA,NA,2933,
2934,http://www.wikidata.org/entity/Q112388984,physicist,NA,NA,NA,NA,NA,2934,
2935,http://www.wikidata.org/entity/Q112388994,physicist,NA,NA,NA,NA,NA,2935,
2936,http://www.wikidata.org/entity/Q112389062,NA,professor,NA,physics,electronics,NA,2936,
2937,http://www.wikidata.org/entity/Q112389170,physicist,NA,NA,NA,NA,NA,2937,
2938,http://www.wikidata.org/entity/Q112389253,physicist,NA,NA,NA,NA,NA,2938,
2939,http://www.wikidata.org/entity/Q112389273,physicist,NA,NA,NA,NA,NA,2939,
2940,http://www.wikidata.org/entity/Q112389275,physicist,chemist,NA,NA,NA,NA,2940,
2941,http://www.wikidata.org/entity/Q112389276,physicist,NA,NA,NA,NA,NA,2941,
2942,http://www.wikidata.org/entity/Q112389362,physicist,mathematician,NA,NA,NA,NA,2942,
2943,http://www.wikidata.org/entity/Q112389682,physicist,NA,NA,NA,NA,NA,2943,
2944,http://www.wikidata.org/entity/Q112389712,physicist,NA,NA,NA,NA,NA,2944,
2945,http://www.wikidata.org/entity/Q112389716,physicist,mathematician,NA,NA,NA,NA,2945,
2946,http://www.wikidata.org/entity/Q112389854,physicist,NA,NA,NA,NA,NA,2946,
2947,http://www.wikidata.org/entity/Q112389857,physicist,NA,NA,NA,NA,NA,2947,
2948,http://www.wikidata.org/entity/Q112389871,physicist,mathematician,biologist,NA,NA,NA,2948,
2949,http://www.wikidata.org/entity/Q112389872,physicist,NA,NA,NA,NA,NA,2949,
2950,http://www.wikidata.org/entity/Q112389879,physicist,mathematician,NA,NA,NA,NA,2950,
2951,http://www.wikidata.org/entity/Q112389904,physicist,NA,NA,NA,NA,NA,2951,
2952,http://www.wikidata.org/entity/Q112390071,physicist,NA,NA,NA,NA,NA,2952,
2953,http://www.wikidata.org/entity/Q112390072,physicist,NA,NA,NA,NA,NA,2953,
2954,http://www.wikidata.org/entity/Q112390135,physicist,NA,NA,NA,NA,NA,2954,
2955,http://www.wikidata.org/entity/Q112390271,physicist,chemist,NA,NA,NA,NA,2955,
2956,http://www.wikidata.org/entity/Q112390587,physicist,NA,NA,NA,NA,NA,2956,
2957,http://www.wikidata.org/entity/Q112390615,physicist,NA,NA,NA,NA,NA,2957,
2958,http://www.wikidata.org/entity/Q112390687,physicist,NA,NA,NA,NA,NA,2958,
2959,http://www.wikidata.org/entity/Q112390697,physicist,NA,NA,NA,NA,NA,2959,
2960,http://www.wikidata.org/entity/Q112390945,physicist,NA,NA,NA,NA,NA,2960,
2961,http://www.wikidata.org/entity/Q112391177,physicist,NA,NA,NA,NA,NA,2961,
2962,http://www.wikidata.org/entity/Q112391187,physicist,NA,NA,NA,NA,NA,2962,
2963,http://www.wikidata.org/entity/Q112391216,astronomer,science-communicator,NA,NA,NA,NA,2963,
2964,http://www.wikidata.org/entity/Q112391304,physicist,NA,NA,NA,NA,NA,2964,
2965,http://www.wikidata.org/entity/Q112391417,physicist,NA,NA,NA,NA,NA,2965,
2966,http://www.wikidata.org/entity/Q112391448,physicist,NA,NA,statistical-physics,NA,NA,2966,
2967,http://www.wikidata.org/entity/Q112391603,physicist,NA,NA,NA,NA,NA,2967,
2968,http://www.wikidata.org/entity/Q112391621,astronomer,NA,NA,NA,NA,NA,2968,
2969,http://www.wikidata.org/entity/Q112391721,physicist,NA,NA,NA,NA,NA,2969,
2970,http://www.wikidata.org/entity/Q112391904,physicist,NA,NA,NA,NA,NA,2970,
2971,http://www.wikidata.org/entity/Q112392089,physicist,NA,NA,NA,NA,NA,2971,
2972,http://www.wikidata.org/entity/Q112392198,physicist,university-teacher,NA,physics,NA,NA,2972,
2973,http://www.wikidata.org/entity/Q112392281,physicist,theologian,NA,NA,NA,NA,2973,
2974,http://www.wikidata.org/entity/Q112392340,physicist,architect,NA,NA,NA,NA,2974,
2975,http://www.wikidata.org/entity/Q112392511,astronomer,NA,NA,NA,NA,NA,2975,
2976,http://www.wikidata.org/entity/Q112392628,physicist,NA,NA,NA,NA,NA,2976,
2977,http://www.wikidata.org/entity/Q112392685,physicist,NA,NA,NA,NA,NA,2977,
2978,http://www.wikidata.org/entity/Q112392780,physicist,NA,NA,NA,NA,NA,2978,
2979,http://www.wikidata.org/entity/Q112392923,physicist,NA,NA,NA,NA,NA,2979,
2980,http://www.wikidata.org/entity/Q112393007,physicist,university-teacher,professor-of-physics,NA,NA,NA,2980,
2981,http://www.wikidata.org/entity/Q112393036,physicist,NA,NA,NA,NA,NA,2981,
2982,http://www.wikidata.org/entity/Q112393192,physicist,NA,NA,NA,NA,NA,2982,
2983,http://www.wikidata.org/entity/Q112393296,physicist,NA,NA,NA,NA,NA,2983,
2984,http://www.wikidata.org/entity/Q112393319,physicist,NA,NA,NA,NA,NA,2984,
2985,http://www.wikidata.org/entity/Q112393340,physicist,NA,NA,NA,NA,NA,2985,
2986,http://www.wikidata.org/entity/Q112393347,NA,teacher,economist,physics,mathematics,secondary-school-textbook,2986,
2987,http://www.wikidata.org/entity/Q112393356,physicist,NA,NA,NA,NA,NA,2987,
2988,http://www.wikidata.org/entity/Q112393365,physicist,NA,NA,NA,NA,NA,2988,
2989,http://www.wikidata.org/entity/Q112393531,physicist,nuclear-physicist,NA,NA,NA,NA,2989,
2990,http://www.wikidata.org/entity/Q112393994,physicist,NA,NA,NA,NA,NA,2990,
2991,http://www.wikidata.org/entity/Q112394085,physicist,NA,NA,NA,NA,NA,2991,
2992,http://www.wikidata.org/entity/Q112394250,physicist,NA,NA,NA,NA,NA,2992,
2993,http://www.wikidata.org/entity/Q112394336,physicist,NA,NA,NA,NA,NA,2993,
2994,http://www.wikidata.org/entity/Q112394338,physicist,NA,NA,NA,NA,NA,2994,
2995,http://www.wikidata.org/entity/Q112394737,NA,NA,NA,physics,NA,NA,2995,
2996,http://www.wikidata.org/entity/Q112394823,physicist,mathematician,NA,NA,NA,NA,2996,
2997,http://www.wikidata.org/entity/Q112394899,physicist,NA,NA,physics,mechanics,NA,2997,
2998,http://www.wikidata.org/entity/Q112394931,physicist,NA,NA,NA,NA,NA,2998,
